Expediente,Ubicacion ,Fecha de Registro,Fecha de Conclusion,Razon de Conclusion,Hechos Violatorios,Autoridad,Pais,Hechos Violatorios,Agency
[T ]2019/9754,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9755,Distrito Federal,10/25/19,,,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,Instituto Nacional de Migracion,Mexico,Negligence,INM.
[T ]2019/9756,,10/25/19,,,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9757,Distrito Federal,10/25/19,,,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,Attorney General
[T ]2019/9758,Quintana Roo,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9759,Quintana Roo,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9762,Chihuahua,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9764,Chiapas,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9765,Chiapas,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9773,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9774,Distrito Federal,10/25/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9775,Estado de México,10/25/19,,,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/9776,Quintana Roo,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/9777,,10/25/19,10/31/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9778,Distrito Federal,10/25/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9855,Veracruz,10/29/19,,,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,INM.
[T ]2019/9856,Aguascalientes,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9857,Baja California Sur,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9858,Durango,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9859,Nayarit,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9860,Guerrero,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9861,Colima,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9862,Queretaro,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9863,San Luis Potosi,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
[T ]2019/9864,Tlaxcala,,,,,Instituto Nacional de Migracion,Mexico,Unknown,
